#Name	Accession	Description	Length	Related
PAW	PF04721.20	"PNGase C-terminal domain, mannose-binding module PAW"	198	No
DUF2721	PF11026.11	Protein of unknown function (DUF2721)	129	Yes
DUF2726	PF10881.11	Protein of unknown function (DUF2726)	126	Yes
DUF2533	PF10752.12	Protein of unknown function (DUF2533)	83	Yes
Paxillin	PF03535.16	Paxillin family	201	No
DUF2730	PF10805.11	Protein of unknown function (DUF2730)	102	Yes
PAXNEB	PF05625.14	PAXNEB protein	371	No
PAXX	PF15384.9	"PAXX, PAralog of XRCC4 and XLF, also called C9orf142"	194	No
DUF2744	PF10910.11	Protein of unknown function (DUF2744)	118	Yes
DUF2746	PF10874.11	Protein of unknown function (DUF2746)	101	Yes
DUF2534	PF10749.12	Protein of unknown function (DUF2534)	80	Yes
DUF2535	PF10751.12	Protein of unknown function (DUF2535)	83	Yes
PA_decarbox	PF05870.14	Phenolic acid decarboxylase (PAD)	158	No
DUF2536	PF10750.12	Protein of unknown function (DUF2536)	68	Yes
DUF2537	PF10801.11	Protein of unknown function (DUF2537)	80	Yes
PBAN	PF05874.14	Pheromone biosynthesis activating neuropeptide (PBAN)	184	No
PBC	PF03792.16	PBC domain	181	No
DUF2540	PF10802.11	Protein of unknown function (DUF2540)	75	Yes
DUF2542	PF10808.11	Protein of unknown function (DUF2542)	79	Yes
DUF2750	PF11042.11	Protein of unknown function (DUF2750)	102	Yes
DUF2753	PF10952.11	Protein of unknown function (DUF2753)	140	Yes
DUF2755	PF10954.11	Protein of unknown function (DUF2755)	100	Yes
PBECR4	PF18813.4	phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease4	186	No
PBECR5	PF18814.4	phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease5	249	No
DUF2756	PF10956.11	Protein of unknown function (DUF2756)	104	Yes
PBP-Tp47_a	PF14889.9	Penicillin-binding protein Tp47 domain a	164	No
PBP-Tp47_c	PF14888.9	Penicillin-binding protein Tp47 domain C	159	No
DUF2543	PF10820.11	Protein of unknown function (DUF2543)	81	Yes
DUF2771	PF10969.11	Protein of unknown function (DUF2771)	127	Yes
DUF2545	PF10810.11	Protein of unknown function (DUF2545)	80	Yes
PBP_dimer	PF03717.18	Penicillin-binding Protein dimerisation domain	181	No
DUF2778	PF10908.11	Protein of unknown function (DUF2778)	120	Yes
PBP_like	PF12727.10	PBP superfamily domain	193	No
PBP_like_2	PF12849.10	PBP superfamily domain	282	No
DUF2784	PF10861.11	Protein of Unknown function (DUF2784)	112	Yes
PBP_sp32	PF07222.15	Proacrosin binding protein sp32	240	No
DUF2551	PF10826.11	Protein of unknown function (DUF2551)	83	Yes
DUF2787	PF10980.11	Protein of unknown function (DUF2787)	130	Yes
PC-Esterase	PF13839.9	GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p	283	No
DUF2552	PF10827.11	Protein of unknown function (DUF2552)	79	Yes
PCAF_N	PF06466.14	PCAF (P300/CBP-associated factor) N-terminal domain	250	No
DUF2808	PF10989.11	Protein of unknown function (DUF2808)	145	Yes
DUF2812	PF11193.11	Protein of unknown function (DUF2812)	110	Yes
DUF2553	PF10830.11	Protein of unknown function (DUF2553)	75	Yes
DUF2838	PF10998.11	Protein of unknown function (DUF2838)	111	Yes
DUF2554	PF10829.11	Protein of unknown function (DUF2554)	76	Yes
PCEMA1	PF07418.14	Acidic phosphoprotein precursor PCEMA1	294	No
DUF2555	PF10742.12	Protein of unknown function (DUF2555)	55	Yes
DUF2840	PF11000.11	Protein of unknown function (DUF2840)	148	Yes
DUF2841	PF11001.11	Protein of unknown function (DUF2841)	124	Yes
DUF2844	PF11005.11	Protein of unknown function (DUF2844)	133	Yes
PCIF1_WW	PF12237.11	Phosphorylated CTD interacting factor 1 WW domain	176	No
PCLP	PF19307.2	Phage capsid-like protein	254	No
PCM1_C	PF15717.8	Pericentriolar material 1 C terminus	616	No
PCMD	PF13201.9	Putative carbohydrate metabolism domain	232	No
PCMT	PF01135.22	Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)	210	No
DUF2847	PF11009.11	Protein of unknown function (DUF2847)	103	Yes
DUF2852	PF11014.11	Protein of unknown function (DUF2852)	118	Yes
PCNP	PF15473.9	"PEST, proteolytic signal-containing nuclear protein family"	155	No
PCO_ADO	PF07847.15	PCO_ADO	201	No
DUF2853	PF11015.11	Protein of unknown function (DUF2853)	101	Yes
DUF2556	PF10831.11	Protein of unknown function (DUF2556)	53	Yes
PcrB	PF01884.20	PcrB family	226	No
PCRF	PF03462.21	PCRF domain	192	No
DUF2559	PF10832.11	Protein of unknown function (DUF2559)	54	Yes
DUF2560	PF10834.11	Protein of unknown function (DUF2560)	72	Yes
DUF2564	PF10819.11	Protein of unknown function (DUF2564)	79	Yes
DUF2854	PF11016.11	Protein of unknown function (DUF2854)	146	Yes
PCYCGC	PF13798.9	Protein of unknown function with PCYCGC motif	154	No
DUF2568	PF10823.11	Protein of unknown function (DUF2568)	92	Yes
PD-C2-AF1	PF09310.13	"POU domain, class 2, associating factor 1"	249	No
DUF2573	PF10835.11	Protein of unknown function (DUF2573)	78	Yes
DUF2574	PF10836.11	Protein of unknown function (DUF2574)	93	Yes
DUF2859	PF11072.11	Protein of unknown function (DUF2859)	149	Yes
DUF2865	PF11064.11	Protein of unknown function (DUF2865)	115	Yes
DUF2867	PF11066.11	Protein of unknown function (DUF2867)	144	Yes
PDCD7	PF16021.8	Programmed cell death protein 7	306	No
PDCD9	PF07147.15	Mitochondrial 28S ribosomal protein S30 (PDCD9)	448	No
PDDEXK_1	PF12705.10	PD-(D/E)XK nuclease superfamily	255	No
DUF2576	PF10845.11	Protein of unknown function (DUF2576)	48	Yes
DUF2871	PF11070.11	Protein of unknown function (DUF2871)	134	Yes
PDDEXK_12	PF20516.1	PD-(D/E)XK nuclease superfamily	252	No
PDDEXK_2	PF12784.10	PD-(D/E)XK nuclease family transposase	229	No
DUF2877	PF11392.11	Protein of unknown function (DUF2877)	109	Yes
PDDEXK_4	PF14281.9	PD-(D/E)XK nuclease superfamily	186	No
DUF2888	PF11135.11	Protein of unknown function (DUF2888)	144	Yes
PDDEXK_6	PF04720.15	PDDEXK-like family of unknown function	220	No
PDDEXK_7	PF04411.15	PD-(D/E)XK nuclease superfamily	164	No
DUF2889	PF11136.11	Protein of unknown function (DUF2889)	123	Yes
DUF2911	PF11138.11	Protein of unknown function (DUF2911)	145	Yes
DUF2577	PF10844.11	Protein of unknown function (DUF2577)	98	Yes
DUF2583	PF10762.12	Protein of unknown function (DUF2583)	88	Yes
PDEase_I	PF00233.22	3'5'-cyclic nucleotide phosphodiesterase	238	No
PDEase_II	PF02112.18	cAMP phosphodiesterases class-II	338	No
DUF2584	PF10763.12	Protein of unknown function (DUF2584)	81	Yes
DUF2594	PF10769.12	Protein of unknown function (DUF2594)	74	Yes
DUF2599	PF10783.12	Protein of unknown function (DUF2599)	94	Yes
DUF2919	PF11143.11	Protein of unknown function (DUF2919)	146	Yes
DUF2924	PF11149.11	Protein of unknown function (DUF2924)	135	Yes
PDH_E1_M	PF17831.4	Pyruvate dehydrogenase E1 component middle domain	229	No
PDH_N	PF02153.20	"Prephenate dehydrogenase, nucleotide-binding domain"	154	No
DUF2604	PF10790.12	Protein of Unknown function (DUF2604)	85	Yes
DUF2605	PF10792.12	Protein of unknown function (DUF2605)	96	Yes
PDS5	PF20168.1	Sister chromatid cohesion protein PDS5 protein	1055	No
PDT	PF00800.21	Prephenate dehydratase	183	No
DUF2938	PF11158.11	Protein of unknown function (DUF2938)	150	Yes
DUF2946	PF11162.11	Protein of unknown function (DUF2946)	116	Yes
PDU_like	PF15953.8	Putative propanediol utilisation	153	No
PdxA	PF04166.15	Pyridoxal phosphate biosynthetic protein PdxA	281	No
PdxJ	PF03740.16	Pyridoxal phosphate biosynthesis protein PdxJ	234	No
DUF2607	PF10795.12	Protein of unknown function (DUF2607)	96	Yes
DUF2613	PF11021.11	Protein of unknown function (DUF2613)	55	Yes
DUF2619	PF10942.11	Protein of unknown function (DUF2619)	69	Yes
DUF2948	PF11164.11	Protein of unknown function (DUF2948)	139	Yes
DUF2955	PF11168.11	Protein of unknown function (DUF2955)	140	Yes
DUF2623	PF11115.11	Protein of unknown function (DUF2623)	93	Yes
DUF2624	PF11116.11	Protein of unknown function (DUF2624)	83	Yes
DUF2626	PF11117.11	Protein of unknown function (DUF2626)	74	Yes
DUF2527	PF10736.12	Protein of unknown function (DUF2627)	38	Yes
PE-PPE	PF08237.14	PE-PPE domain	227	No
DUF2627	PF11118.11	Protein of unknown function (DUF2627)	76	Yes
PEARLI-4	PF05278.15	Arabidopsis phospholipase-like protein (PEARLI 4)	269	No
Pecanex_C	PF05041.18	Pecanex protein (C-terminus)	228	No
Pectate_lyase	PF03211.16	Pectate lyase	204	No
Pectate_lyase22	PF14583.9	Oligogalacturonate lyase	386	No
Pectate_lyase_2	PF06917.15	Periplasmic pectate lyase	556	No
Pectate_lyase_3	PF12708.10	Pectate lyase superfamily protein	215	No
Pectate_lyase_4	PF00544.22	Pectate lyase	211	No
DUF2956	PF11169.11	Protein of unknown function (DUF2956)	102	Yes
Pectinesterase	PF01095.22	Pectinesterase	298	No
Pec_lyase	PF09492.13	Pectic acid lyase	292	No
DUF2628	PF10947.11	Protein of unknown function (DUF2628)	93	Yes
DUF2630	PF10944.11	Protein of unknown function (DUF2630)	80	Yes
DUF2631	PF10939.11	Protein of unknown function (DUF2631)	66	Yes
DUF2958	PF11171.11	Protein of unknown function (DUF2958)	111	Yes
pEK499_p136	PF18736.4	HEPN pEK499 p136	152	No
DUF2975	PF11188.11	Protein of unknown function (DUF2975)	131	Yes
PelG	PF16933.8	Putative exopolysaccharide Exporter (EPS-E)	452	No
Pellino	PF04710.17	Pellino	411	No
DUF2633	PF11119.11	Protein of unknown function (DUF2633)	43	Yes
DUF2635	PF10948.11	Protein of unknown function (DUF2635)	46	Yes
DUF2987	PF11205.11	Protein of unknown function (DUF2987)	146	Yes
DUF2992	PF11208.11	Protein of unknown function (DUF2992)	132	Yes
DUF2639	PF11121.11	Protein of unknown function (DUF2639)	38	Yes
DUF2642	PF10842.11	Protein of unknown function (DUF2642)	64	Yes
DUF2996	PF11210.11	Protein of unknown function (DUF2996)	121	Yes
Penicil_amidase	PF01804.21	Penicillin amidase	674	No
DUF2644	PF10841.11	Protein of unknown function (DUF2644)	59	Yes
DUF2645	PF10840.11	Protein of unknown function (DUF2645)	98	Yes
DUF2647	PF10839.11	Protein of unknown function (DUF2647)	70	Yes
DUF2649	PF10854.11	Protein of unknown function (DUF2649)	67	Yes
Pentaxin	PF00354.20	Pentaxin family	194	No
DUF2650	PF10853.11	Protein of unknown function (DUF2650)	37	Yes
DUF3005	PF11448.11	Protein of unknown function (DUF3005)	124	Yes
DUF2651	PF10852.11	Protein of unknown function (DUF2651)	73	Yes
PEP-utilizers_C	PF02896.21	"PEP-utilising enzyme, PEP-binding domain"	294	No
DUF2653	PF10850.11	Protein of unknown function (DUF2653)	88	Yes
Pep3_Vps18	PF05131.17	Pep3/Vps18/deep orange family	151	No
PEPcase	PF00311.20	Phosphoenolpyruvate carboxylase	920	No
PEPcase_2	PF14010.9	Phosphoenolpyruvate carboxylase	494	No
PEPCK_ATP	PF01293.23	Phosphoenolpyruvate carboxykinase	465	No
PEPCK_GTP	PF00821.21	Phosphoenolpyruvate carboxykinase C-terminal P-loop domain	358	No
PEPCK_N	PF17297.5	Phosphoenolpyruvate carboxykinase N-terminal domain	218	No
DUF3010	PF11215.11	Protein of unknown function (DUF3010)	137	Yes
DUF2654	PF10849.11	Protein of unknown function (DUF2654)	70	Yes
DUF2660	PF10859.11	Protein of unknown function (DUF2660)	87	Yes
DUF2664	PF10867.11	Protein of unknown function (DUF2664)	89	Yes
DUF2671	PF10877.11	Protein of unknown function (DUF2671)	88	Yes
PepSY_TM	PF03929.19	PepSY-associated TM region	288	No
PepSY_TM_like_2	PF16357.8	Putative PepSY_TM-like	197	No
Peptidase_A17	PF05380.16	Pao retrotransposon peptidase	163	No
Peptidase_A21	PF03566.16	Peptidase family A21	653	No
Peptidase_A22B	PF04258.16	Signal peptide peptidase	284	No
DUF3015	PF11220.11	Protein of unknown function (DUF3015)	142	Yes
Peptidase_A25	PF03418.17	Germination protease	354	No
Peptidase_A2B	PF12384.11	Ty3 transposon peptidase	177	No
DUF3016	PF11454.11	Protein of unknown function (DUF3016)	139	Yes
Peptidase_A3	PF02160.18	Cauliflower mosaic virus peptidase (A3)	205	No
Peptidase_A4	PF01828.20	Peptidase A4 family	209	No
Peptidase_A6	PF01829.19	Peptidase A6 family	358	No
DUF3019	PF11456.11	Protein of unknown function (DUF3019)	102	Yes
Peptidase_C1	PF00112.26	Papain family cysteine protease	219	No
Peptidase_C10	PF01640.20	Peptidase C10 family	194	No
Peptidase_C101	PF16218.8	Peptidase family C101	265	No
Peptidase_C107	PF17222.6	Viral cysteine endopeptidase C107	314	No
Peptidase_C11	PF03415.17	Clostripain family	360	No
Peptidase_C12	PF01088.24	"Ubiquitin carboxyl-terminal hydrolase, family 1"	211	No
Peptidase_C13	PF01650.21	Peptidase C13 family	256	No
Peptidase_C14	PF00656.25	Caspase domain	206	No
Peptidase_C15	PF01470.20	Pyroglutamyl peptidase	204	No
Peptidase_C16	PF01831.20	Peptidase C16 family	249	No
Peptidase_C1_2	PF03051.18	Peptidase C1-like family	438	No
Peptidase_C2	PF00648.24	Calpain family cysteine protease	299	No
DUF3021	PF11457.11	Protein of unknown function (DUF3021)	130	Yes
DUF2672	PF10878.11	Protein of unknown function (DUF2672)	67	Yes
DUF3022	PF11226.11	Protein of unknown function (DUF3022)	105	Yes
Peptidase_C25	PF01364.21	Peptidase family C25	378	No
DUF2673	PF10880.11	Protein of unknown function (DUF2673)	82	Yes
Peptidase_C26	PF07722.16	Peptidase C26	217	No
Peptidase_C27	PF05407.15	Rubella virus endopeptidase	164	No
Peptidase_C28	PF05408.14	Foot-and-mouth virus L-proteinase	201	No
Peptidase_C3	PF00548.23	3C cysteine protease (picornain 3C)	174	No
Peptidase_C30	PF05409.16	Coronavirus endopeptidase C30	288	No
DUF3023	PF11224.11	Protein of unknown function (DUF3023)	130	Yes
DUF3035	PF11233.11	Protein of unknown function (DUF3035)	141	Yes
DUF3037	PF11236.11	Protein of unknown function (DUF3037)	118	Yes
DUF2674	PF10879.11	Protein of unknown function (DUF2674)	63	Yes
DUF3048_C	PF17479.5	Protein of unknown function (DUF3048) C-terminal domain	112	Yes
Peptidase_C37	PF05416.15	Southampton virus-type processing peptidase	535	No
DUF3048	PF11258.11	Protein of unknown function (DUF3048) N-terminal domain	147	Yes
DUF3052	PF11253.11	Protein of unknown function (DUF3052)	125	Yes
Peptidase_C3G	PF12381.11	Tungro spherical virus-type peptidase	231	No
Peptidase_C4	PF00863.22	Peptidase family C4	233	No
Peptidase_C41	PF05417.14	Hepatitis E cysteine protease	161	No
DUF2680	PF10925.11	Protein of unknown function (DUF2680)	57	Yes
Peptidase_C47	PF05543.16	Staphopain peptidase C47	174	No
Peptidase_C48	PF02902.22	"Ulp1 protease family, C-terminal catalytic domain"	216	No
Peptidase_C5	PF00770.21	Adenovirus endoprotease	179	No
Peptidase_C50	PF03568.20	Peptidase family C50	403	No
Peptidase_C53	PF05550.14	Pestivirus Npro endopeptidase C53	168	No
Peptidase_C54	PF03416.22	Peptidase family C54	278	No
Peptidase_C57	PF03290.16	Vaccinia virus I7 processing peptidase	425	No
Peptidase_C58	PF03543.17	Yersinia/Haemophilus virulence surface antigen	204	No
Peptidase_C6	PF00851.21	Helper component proteinase	440	No
Peptidase_C62	PF12380.11	Gill-associated viral 3C-like peptidase	284	No
Peptidase_C65	PF10275.12	Peptidase C65 Otubain	249	No
Peptidase_C69	PF03577.18	Peptidase family C69	402	No
Peptidase_C7	PF01830.21	Peptidase C7 family	243	No
DUF3054	PF11255.11	Protein of unknown function (DUF3054)	114	Yes
DUF3069	PF11269.11	Protein of unknown function (DUF3069)	119	Yes
Peptidase_C74	PF12387.11	Pestivirus NS2 peptidase	200	No
Peptidase_C78	PF07910.16	Peptidase family C78	212	No
Peptidase_C8	PF03569.16	Peptidase family C8	208	No
Peptidase_C80	PF11713.11	Peptidase C80 family	154	No
Peptidase_C9	PF01707.19	Peptidase family C9	202	No
Peptidase_C92	PF05708.15	"Permuted papain-like amidase enzyme, YaeF/YiiX, C92 family"	166	No
Peptidase_C93	PF06035.14	Bacterial transglutaminase-like cysteine proteinase BTLCP	163	No
Peptidase_C97	PF05903.17	PPPDE putative peptidase domain	151	No
Peptidase_C98	PF15499.9	"Ubiquitin-specific peptidase-like, SUMO isopeptidase"	272	No
Peptidase_G2	PF11962.11	"Peptidase_G2, IMC autoproteolytic cleavage domain"	228	No
Peptidase_M1	PF01433.23	Peptidase family M1 domain	218	No
Peptidase_M10	PF00413.27	Matrixin	159	No
Peptidase_M10_C	PF08548.14	Peptidase M10 serralysin C terminal	193	No
Peptidase_M11	PF05548.14	Gametolysin peptidase M11	314	No
Peptidase_M13	PF01431.24	Peptidase family M13	205	No
Peptidase_M13_N	PF05649.16	Peptidase family M13	384	No
Peptidase_M14	PF00246.27	Zinc carboxypeptidase	287	No
Peptidase_M15	PF01427.20	D-ala-D-ala dipeptidase	201	No
Peptidase_M15_2	PF05951.16	Bacterial protein of unknown function (DUF882)	153	No
DUF3088	PF11287.11	Protein of unknown function (DUF3088)	112	Yes
DUF2681	PF10883.11	Protein of unknown function (DUF2681)	87	Yes
DUF3091	PF11291.11	Protein of unknown function (DUF3091)	100	Yes
Peptidase_M16_C	PF05193.24	Peptidase M16 inactive domain	183	No
Peptidase_M16_M	PF16187.8	Middle or third domain of peptidase_M16	285	No
Peptidase_M17	PF00883.24	"Cytosol aminopeptidase family, catalytic domain"	312	No
DUF3093	PF11292.11	Protein of unknown function (DUF3093)	141	Yes
Peptidase_M18	PF02127.18	Aminopeptidase I zinc metalloprotease (M18)	432	No
Peptidase_M19	PF01244.24	Membrane dipeptidase (Peptidase family M19)	318	No
Peptidase_M1_N	PF17900.4	Peptidase M1 N-terminal domain	186	No
Peptidase_M2	PF01401.21	Angiotensin-converting enzyme	581	No
Peptidase_M20	PF01546.31	Peptidase family M20/M25/M40	207	No
DUF2682	PF10909.11	Protein of unknown function (DUF2682)	88	Yes
DUF2683	PF10884.11	Protein of unknown function (DUF2683)	78	Yes
Peptidase_M24	PF00557.27	Metallopeptidase family M24	209	No
DUF2685	PF10886.11	Protein of unknown function (DUF2685)	55	Yes
Peptidase_M26_C	PF07580.17	M26 IgA1-specific Metallo-endopeptidase C-terminal region	734	No
Peptidase_M26_N	PF05342.17	M26 IgA1-specific Metallo-endopeptidase N-terminal region	250	No
Peptidase_M27	PF01742.20	Clostridial neurotoxin zinc protease	417	No
Peptidase_M28	PF04389.20	Peptidase family M28	198	No
Peptidase_M29	PF02073.18	Thermophilic metalloprotease (M29)	406	No
Peptidase_M3	PF01432.23	Peptidase family M3	458	No
Peptidase_M30	PF10460.12	Peptidase M30	369	No
Peptidase_M32	PF02074.18	Carboxypeptidase Taq (M32) metallopeptidase	490	No
Peptidase_M35	PF02102.18	Deuterolysin metalloprotease (M35) family	359	No
Peptidase_M36	PF02128.18	Fungalysin metallopeptidase (M36)	372	No
DUF2688	PF10892.11	Protein of unknown function (DUF2688)	56	Yes
DUF3102	PF11300.11	Protein of unknown function (DUF3102)	130	Yes
Peptidase_M41	PF01434.21	Peptidase family M41	191	No
Peptidase_M42	PF05343.17	M42 glutamyl aminopeptidase	292	No
Peptidase_M43	PF05572.16	Pregnancy-associated plasma protein-A	152	No
Peptidase_M44	PF03410.16	Metallopeptidase from vaccinia pox	598	No
Peptidase_M48	PF01435.21	Peptidase family M48	187	No
Peptidase_M48_N	PF16491.8	"CAAX prenyl protease N-terminal, five membrane helices"	181	No
Peptidase_M49	PF03571.18	Peptidase family M49	551	No
Peptidase_M4_C	PF02868.18	"Thermolysin metallopeptidase, alpha-helical domain"	168	No
Peptidase_M50	PF02163.25	Peptidase family M50	328	No
Peptidase_M50B	PF13398.9	Peptidase M50B-like	200	No
Peptidase_M54	PF07998.14	Peptidase family M54	194	No
Peptidase_M55	PF04951.16	D-aminopeptidase	264	No
Peptidase_M56	PF05569.14	BlaR1 peptidase M56	299	No
Peptidase_M57	PF12388.11	Dual-action HEIGH metallo-peptidase	212	No
Peptidase_M6	PF05547.14	Immune inhibitor A peptidase M6	656	No
Peptidase_M60	PF13402.9	"Peptidase M60, enhancin and enhancin-like"	269	No
DUF2689	PF10894.11	Protein of unknown function (DUF2689)	57	Yes
DUF3105	PF11303.11	Protein of unknown function (DUF3105)	128	Yes
Peptidase_M61_N	PF17899.4	Peptidase M61 N-terminal domain	167	No
Peptidase_M64	PF09471.13	IgA Peptidase M64	260	No
Peptidase_M66	PF10462.12	Peptidase M66	306	No
DUF3106	PF11304.11	Protein of unknown function (DUF3106)	104	Yes
Peptidase_M73	PF12389.11	Camelysin metallo-endopeptidase	196	No
Peptidase_M74	PF03411.16	Penicillin-insensitive murein endopeptidase	239	No
Peptidase_M75	PF09375.13	Imelysin	291	No
