#Name	Accession	Description	Length	Related
CofD_rel_GAK	TIGR04357.1	GAK system CofD-like protein	368	No
XXXCH_domain	TIGR04358.1	GAK system XXXCH domain-containing protein	90	No
TrbK_RP4	TIGR04359.1	entry exclusion lipoprotein TrbK	67	No
other_trbK	TIGR04360.1	putative entry exclusion protein TrbK-alt	73	No
methyltran_FxLD	TIGR04364.1	methyltransferase, FxLD system	394	No
cupin_WbuC	TIGR04366.1	WbuC family cupin fold metalloprotein	132	No
HpnR_B12_rSAM	TIGR04367.1	hopanoid C-3 methylase HpnR	490	No
Glu_2_3_NH3_mut	TIGR04368.1	glutamate 2,3-aminomutase	404	No
glycosyl_04372	TIGR04372.1	TIGR04372 family glycosyltransferase	207	No
egtB_X_signatur	TIGR04373.1	EgtB-related enzyme signature domain (Provisional)	50	No
myo_inos_iolD	TIGR04377.1	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)	616	No
myo_inos_iolE	TIGR04379.1	myo-inosose-2 dehydratase	290	No
HTH_TypR	TIGR04381.1	TyrR family helix-turn-helix domain (Provisional)	49	No
acidic_w_LPXTA	TIGR04383.1	processed acidic surface protein	320	No
putr_carbamoyl	TIGR04384.1	putrescine carbamoyltransferase	330	No
B12_rSAM_cofa1	TIGR04385.1	B12 lower ligand biosynthesis radical SAM protein BzaD	438	No
capsid_maj_N4	TIGR04387.1	N4-gp56 family major capsid protein	324	No
OMP_YaiO_dom	TIGR04390.1	YaiO family outer membrane beta-barrel protein	230	No
haoB_nitrify	TIGR04392.1	hydroxylamine oxidation protein HaoB	320	No
rpt_T5SS_PEPC	TIGR04393.1	T5SS/PEP-CTERM-associated repeat (Provisional)	49	No
choline_CutC	TIGR04394.1	choline trimethylamine-lyase	789	No
cutC_activ_rSAM	TIGR04395.1	choline TMA-lyase-activating enzyme	309	No
SLAP_DUP	TIGR04398.1	SLAP domain-containing protein	125	No
TAT_Cys_rich	TIGR04401.1	Csp1 family four helix bundle copper storage protein	151	No
mob_CxxC_CxxC	TIGR04402.1	mobilome CxxCx(11)CxxC protein (Provisional)	186	No
SkfF	TIGR04405.1	sporulation killing factor system integral membrane protein	472	No
LPS_export_lptB	TIGR04406.1	LPS export ABC transporter ATP-binding protein	239	No
LptF_YjgP	TIGR04407.1	LPS export ABC transporter permease LptF	347	No
LptG_lptG	TIGR04408.1	LPS export ABC transporter permease LptG	351	No
LptC_YrbK	TIGR04409.1	LPS export ABC transporter periplasmic protein LptC	180	No
T2SS_GspN_Lepto	TIGR04411.1	type II secretion system protein GspN	280	No
MYXAN_cmx8	TIGR04413.1	type I-MYXAN CRISPR-associated protein Cmx8	537	No
hepto_Aah_TibC	TIGR04414.1	autotransporter strand-loop-strand O-heptosyltransferase	374	No
FemAB_IMCC1989	TIGR04421.1	FemAB family protein	345	No
casT3_TIGR04423	TIGR04423.1	TIGR04423 family type III CRISPR-associated protein	124	No
metallo_McbB	TIGR04424.1	McbB family protein	286	No
P_lya_rel_AroB	TIGR04425.1	putative sugar phosphate phospholyase (cyclizing) (Provisional)	348	No
OM_asym_MlaD	TIGR04430.1	outer membrane lipid asymmetry maintenance protein MlaD	146	No
rSAM_Cfr	TIGR04432.1	Cfr family 23S rRNA (adenine(2503)-C(8))-methyltransferase	341	No
UrcA_uranyl	TIGR04433.1	UrcA family protein	92	No
rSAM_Pput_1520	TIGR04434.1	B12-binding domain/radical SAM domain-containing protein	515	No
restrict_AAA_1	TIGR04435.1	restriction system-associated AAA family ATPase	568	No
small_Trp_rich	TIGR04438.1	TIGR04438 family Trp-rich protein	76	No
chori_FkbO_Hyg5	TIGR04444.1	FkbO/Hyg5 family chorismatase	311	No
lipo_MXAN_6521	TIGR04455.1	MXAN_6521/LA_1396 family lipoprotein	192	No
LruC_dom	TIGR04456.1	LruC domain-containing protein	243	No
arg_2_3_am_muta	TIGR04468.1	arginine 2,3-aminomutase	351	No
rSAM_mob_pairA	TIGR04471.1	radical SAM mobile pair protein A	220	No
reg_rSAM_mob	TIGR04472.1	radical SAM mobile pair system MarR family transcriptional regulator	141	No
Phe_D_beta_mut	TIGR04475.1	phenylalanine aminomutase (D-beta-phenylalanine forming)	510	No
exosort_XrtN	TIGR04476.1	exosortase N	406	No
sorted_by_XrtN	TIGR04477.1	XrtN system VIT domain-containing protein	822	No
rSAM_YfkAB	TIGR04478.1	radical SAM/CxCxxxxC motif protein YfkAB	363	No
bcpD_PhpK_rSAM	TIGR04479.1	PhpK family radical SAM P-methyltransferase	504	No
D_pro_red_PrdA	TIGR04480.1	D-proline reductase (dithiol) proprotein PrdA	587	No
PR_assoc_PrdC	TIGR04481.1	proline reductase-associated electron transfer protein PrdC	425	No
D_pro_red_PrdD	TIGR04482.1	proline reductase cluster protein PrdD	246	No
D_pro_red_PrdB	TIGR04483.1	D-proline reductase (dithiol) protein PrdB	238	No
thiosulf_SoxA	TIGR04484.1	sulfur oxidation c-type cytochrome SoxA	212	No
thiosulf_SoxX	TIGR04485.1	sulfur oxidation c-type cytochrome SoxX	78	No
thiosulf_SoxB	TIGR04486.1	thiosulfohydrolase SoxB	556	No
SoxY_true_GGCGG	TIGR04488.1	thiosulfate oxidation carrier protein SoxY	149	No
exosort_XrtO	TIGR04489.1	exosortase O	451	No
SoxZ_true	TIGR04490.1	thiosulfate oxidation carrier complex protein SoxZ	98	No
reactive_PduG	TIGR04491.1	diol dehydratase reactivase subunit alpha	599	No
microcomp_PduM	TIGR04493.1	PduM family microcompartment protein	153	No
abortive_AbiA	TIGR04499.1	AbiA family abortive infection protein	615	No
PpiC_rel_mature	TIGR04500.1	TIGR04500 family putative peptide maturation system protein	340	No
microcomp_PduB	TIGR04501.1	microcompartment protein PduB	225	No
microcomp_EutL	TIGR04502.1	ethanolamine utilization microcompartment protein EutL	214	No
SDR_subfam_2	TIGR04504.1	mycofactocin-coupled SDR family oxidoreductase	260	No
queE_Cx14CxxC	TIGR04508.1	7-carboxy-7-deazaguanine synthase	208	No
mod_pep_NH_fam	TIGR04509.1	NHLP-related RiPP peptide	87	No
mod_pep_cyc	TIGR04510.1	putative peptide modification system cyclase	814	No
SagB_rel_DH_2	TIGR04511.1	putative peptide maturation dehydrogenase	380	No
rSAM_PoyD	TIGR04517.1	radical SAM family RiPP maturation amino acid epimerase	446	No
ECF_S_folT_fam	TIGR04518.1	folate family ECF transporter S component	163	No
MoCo_extend_TAT	TIGR04519.1	TAT-variant-translocated molybdopterin oxidoreductase	45	No
acido_non_PQQ	TIGR04528.1	acido-empty-quinoprotein group A	493	No
ELWxxDGT_rpt	TIGR04534.1	ELWxxDGT repeat protein	47	No
ferrit_encaps	TIGR04535.1	ferritin-like protein (Provisional)	114	No
geobac_encap	TIGR04536.1	encapsulated protein (Provisional)	194	No
P450_cycloAA_1	TIGR04538.1	cytochrome P450, cyclodipeptide synthase-associated	395	No
tRNA_cyclodipep	TIGR04539.1	tRNA-dependent cyclodipeptide synthase	220	No
thiaminase_BcmE	TIGR04541.1	thiamine pyridinylase	381	No
ketoArg_3Met	TIGR04543.1	2-ketoarginine methyltransferase	336	No
3metArgNH2trans	TIGR04544.1	beta-methylarginine biosynthesis bifunctional aminotransferase	366	No
LP_HExxH_w_tonB	TIGR04549.1	substrate import-associated zinc metallohydrolase lipoprotein (Provisional)	261	No
TIGR04552	TIGR04552.1	TIGR04552 family protein	352	No
ABC_peri_selen	TIGR04553.1	putative selenate ABC transporter substrate-binding protein	266	No
sulfite_DH_soxC	TIGR04555.1	sulfite dehydrogenase	408	No
fuse_rel_SoxYZ	TIGR04557.1	quinoprotein dehydrogenase-associated SoxYZ-like carrier	226	No
SoxH_rel_PQQ_2	TIGR04559.1	quinoprotein relay system zinc metallohydrolase 2	283	No
ribo_THX	TIGR04560.1	30S ribosomal protein THX	26	No
TIGR04562	TIGR04562.1	TIGR04552 family protein	356	No
Synergist_CTERM	TIGR04564.1	SYNERG-CTERM sorting domain-containing protein	27	No
OMP_myx_plus	TIGR04565.1	outer membrane beta-barrel domain-containing protein	161	No
RNAP_delt_lowGC	TIGR04567.1	DNA-directed RNA polymerase subunit delta	83	No
PRK14185.1	NF010782.0	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	293	No
PRK14289.1	NF010882.0	molecular chaperone DnaJ	386	No
bla-A_Chryseo	NF000447.2	CGA/CIA family class A beta-lactamase	292	No
PRK05346.2-4	NF003753.0	Na(+)-translocating NADH-quinone reductase subunit C	249	No
spanin2_2	NF037951.1	bacteriophage spanin2 family protein	107	No
LETM1_rel_film	NF040639.1	LETM1-related biofilm-associated protein	396	No
GldK	TIGR03525.1	gliding motility lipoprotein GldK	449	No
PRK05329.2-5	NF003726.0	glycerol-3-phosphate dehydrogenase subunit GlpB	415	No
PRK14111.1	NF010709.0	F0F1 ATP synthase subunit gamma	290	No
PRK14562.1-5	NF011160.0	haloacid dehalogenase superfamily protein (Provisional)	213	No
PRK14738.1	NF011325.0	guanylate kinase	206	No
PRK14950.1	NF011512.0	DNA polymerase III subunits gamma and tau (Provisional)	585	No
Rcas_1661_fam_Se	NF041057.1	Rcas_1661 family thioredoxin-like (seleno)lipoprotein	247	No
PRK00064.1-4	NF000822.0	DNA replication/repair protein RecF	385	No
PRK00228.2-2	NF001270.0	YqgE/AlgH family protein	193	No
PRK00281.3-1	NF001395.0	undecaprenyl-diphosphate phosphatase	306	No
PRK00392.8-6	NF001589.0	DNA-directed RNA polymerase subunit omega	86	No
PRK01060.1-3	NF002198.0	deoxyribonuclease IV	253	No
PRK01209.1-4	NF002276.0	cobalamin biosynthesis protein	322	No
PRK02901.1	NF002782.0	o-succinylbenzoate synthase	328	No
PRK03092.1	NF002844.0	ribose-phosphate diphosphokinase	326	No
PRK03188.1	NF002870.0	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	310	No
PRK03381.1	NF002895.0	[protein-PII] uridylyltransferase	782	No
PRK04296.1-2	NF003297.0	thymidine kinase	216	No
PRK05182.1-4	NF003514.0	DNA-directed RNA polymerase subunit alpha	338	No
PRK05261.1-5	NF003620.0	phosphoketolase	825	No
PRK05476.3-2	NF004009.0	adenosylhomocysteinase	487	No
PRK05477.1-3	NF004013.0	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	501	No
PRK05605.1	NF004114.0	long-chain-fatty-acid--CoA ligase	575	No
PRK06061.1	NF004717.0	amidase	483	No
PRK06526.1	NF005098.0	transposase (Provisional)	266	No
PRK06635.1-1	NF005153.0	aspartate kinase	421	No
PRK07239.1	NF005568.0	uroporphyrinogen-III synthase	381	No
PRK07775.1	NF005854.0	SDR family oxidoreductase	274	No
PRK07789.1	NF005860.0	acetolactate synthase large subunit	615	No
PRK07804.1	NF005867.0	L-aspartate oxidase	548	No
PRK07849.1-3	NF005888.0	aminodeoxychorismate lyase	298	No
PRK07851.1	NF005890.0	acetyl-CoA C-acetyltransferase	406	No
PRK07860.1	NF005895.0	NADH-quinone oxidoreductase subunit G	811	No
PRK07868.1	NF005898.0	acyl-CoA synthetase (Provisional)	994	No
PRK07883.1-3	NF005905.0	DEDD exonuclease domain-containing protein	581	No
PRK07908.1	NF005915.0	Rv2231c family pyridoxal phosphate-dependent protein CobC	364	No
PRK07920.1	NF005919.0	phosphatidylinositol mannoside acyltransferase	311	No
PRK08324.1-1	NF006188.0	bifunctional aldolase/short-chain dehydrogenase	679	No
PRK09243.1-5	NF006698.0	nicotinate phosphoribosyltransferase	440	No
PRK09290.1-4	NF006770.0	allantoate amidohydrolase	403	No
PRK09357.1-1	NF006836.0	dihydroorotase	432	No
PRK09368.1	NF006872.0	gas vesicle structural protein GvpA	143	No
PRK09375.2-2	NF006881.0	quinolinate synthase NadA	389	No
PRK09542.1	NF007088.0	phosphomannomutase/phosphoglucomutase	456	No
PRK09646.1	NF007228.0	ECF RNA polymerase sigma factor SigK	194	No
PRK10577.1-3	NF007867.0	Fe(3+)-hydroxamate ABC transporter permease FhuB	710	No
PRK12644.1	NF009284.0	Na+/H+ antiporter subunit A	975	No
PRK12665.1	NF009308.0	Na+/H+ antiporter subunit D	531	No
PRK12764.1	NF009399.0	fumarylacetoacetate hydrolase family protein	501	No
PRK14828.1	NF011403.0	isoprenyl transferase	258	No
MarP_fam_protase	NF033740.0	MarP family serine protease	390	No
FEA1_rel_lipo	NF038033.1	FEA1-related lipoprotein	406	No
LmbU_fam_TF	NF038070.1	LmbU family transcriptional regulator	171	No
rSAM_Rv_intein	NF038136.1	intein-containing Rv2578c family radical SAM protein	574	No
mft_etfA	NF038209.1	mycofactocin-associated electron transfer flavoprotein alpha subunit	303	No
membrane_GPGG	NF040511.1	GPGG-motif small membrane protein	47	No
RsbA_anti_sig	NF041045.1	anti-sigma factor RsbA family regulatory protein	303	No
ScbR_bind_reg	NF041196.1	ScbR family autoregulator-binding transcription factor	191	No
mycofact_MftM	NF041255.1	mycofactocin oligosaccharide methyltransferase MftM	289	No
Mtu_fam_mce	TIGR00996.1	MCE family protein	291	No
serC_3	TIGR01366.1	phosphoserine transaminase	361	No
SigE-fam_strep	TIGR02983.1	SigE family RNA polymerase sigma factor	162	No
TIGR03085	TIGR03085.1	TIGR03085 family metal-binding protein	201	No
TIGR03089	TIGR03089.2	TIGR03089 family protein	230	No
anch_rpt_perm	TIGR03770.1	anchored repeat-type ABC transporter permease subunit	270	No
anch_rpt_subst	TIGR03772.1	anchored repeat ABC transporter, substrate-binding protein	486	No
mycofact_OYE_1	TIGR03996.1	mycofactocin system FadH/OYE family oxidoreductase 1	633	No
MSMEG_0567_Cter	TIGR04050.1	AIR synthase-related protein, MSMEG_0567 C-terminal family (Provisional)	296	No
exp_by_SipW_III	TIGR04089.1	alternate-type signal peptide domain-containing protein	179	No
mft_etfB	TIGR04503.1	mycofactocin-associated electron transfer flavoprotein beta subunit	290	No
TlmB	NF000485.1	bleomycin family antibiotic N-acetyltransferase TlmB	292	No
fuso_auto_Nterm	NF033175.1	autotransporter-associated N-terminal domain-containing protein	120	No
HYExAFE	NF038001.1	HYExAFE family protein	166	No
deiodinase_rel	NF038285.1	deiodinase family protein	347	No
Sig-70_plancto1	TIGR02984.1	RNA polymerase sigma-70 factor, Planctomycetaceae-specific subfamily 1 (Provisional)	189	No
plancto_dom_1	TIGR03000.1	TIGR03000 domain-containing protein	75	No
plancto_dom_2	TIGR03009.1	TIGR03009 domain-containing protein	212	No
PRK06663.1	NF005187.0	flagellar hook-associated protein 3	419	No
PRK06664.1	NF005188.0	flagellar hook-associated protein FliD (Provisional)	661	No
PRK06667.1	NF005195.1	flagellar motor protein MotB	241	No
PRK06669.1-3	NF005198.1	flagellar assembly protein FliH	299	No
PRK12816.1	NF009456.0	flagellar basal body rod protein FlgG (Provisional)	264	No
PRK14553.2-1	NF011128.0	ribosomal-processing cysteine protease Prp	109	No
PRK14720.1	NF011309.0	transcription elongation factor GreA	906	No
cfpA_ASD	NF040882.1	cytoplasmic filament protein CfpA	605	No
spiroSPASM	TIGR04321.1	spiro-SPASM protein	510	No
PRK02251.2-2	NF002596.0	cell division protein CrgA	69	No
PRK06545.2-5	NF005113.0	prephenate dehydrogenase	378	No
PRK06548.1	NF005116.0	ribonuclease H	161	No
PRK11713.7-5	NF008710.0	16S rRNA (uracil(1498)-N(3))-methyltransferase	235	No
PRK11893.2-2	NF008860.0	methionine--tRNA ligase	583	No
PRK00055.2-1	NF000804.0	ribonuclease Z	306	No
PRK00228.2-3	NF001271.0	YqgE/AlgH family protein	189	No
PRK01001.1	NF002168.0	membrane protein insertase YidC	795	No
PRK01005.1	NF002170.0	V-type ATP synthase subunit E	208	No
PRK01024.1	NF002181.0	Na(+)-transporting NADH-quinone reductase subunit B	503	No
PRK01029.1	NF002183.0	Tol-Pal system protein TolB	429	No
PRK01061.1	NF002200.0	Na(+)-translocating NADH-quinone reductase subunit E (Provisional)	250	No
PRK01066.1	NF002202.0	hydroxymethylbilane synthase	241	No
PRK05771.2-5	NF004431.0	V-type ATP synthase subunit I	649	No
PRK05901.1-4	NF004562.0	RNA polymerase sigma factor	571	No
PRK06293.1	NF004948.0	single-stranded DNA-binding protein (Provisional)	161	No
PRK06298.1	NF004950.0	type III secretion system protein (Provisional)	360	No
PRK06305.1	NF004962.0	DNA polymerase III subunits gamma and tau (Provisional)	465	No
PRK06309.1	NF004963.0	DNA polymerase III subunit epsilon (Provisional)	232	No
PRK06310.1	NF004964.0	DNA polymerase III subunit epsilon (Provisional)	250	No
PRK06319.1	NF004966.0	DNA topoisomerase I/SWI domain fusion protein (Provisional)	862	No
PRK06321.1	NF004967.0	replicative DNA helicase (Provisional)	472	No
PRK06328.1	NF004968.0	HrpE/YscL family type III secretion apparatus protein	223	No
PRK06330.1	NF004969.0	transcript cleavage factor/unknown domain fusion protein (Provisional)	718	No
PRK09630.1	NF007208.0	DNA topoisomerase IV subunit A (Provisional)	479	No
PRK12365.1	NF009029.0	ribonucleoside-diphosphate reductase subunit alpha	1046	No
PRK12422.1	NF009087.0	chromosomal replication initiator protein DnaA	455	No
PRK12426.1	NF009090.0	elongation factor P	185	No
PRK13184.1	NF009651.0	serine/threonine-protein kinase PknD	932	No
PRK14284.1	NF010877.0	chaperone protein DnaJ (Provisional)	391	No
chlamy_CPAF	NF033424.1	protease-like activity factor CPAF	564	No
lipid_A_LpxG	NF033458.1	UDP-2,3-diacylglucosamine diphosphatase LpxG	321	No
Fb_sc_TIGR02171	TIGR02171.1	TIGR02171 family protein	912	No
PRK13922.13-4	NF010519.0	rod shape-determining protein MreC	406	No
PRK14669.1	NF011263.0	excinuclease ABC subunit C (Provisional)	624	No
PRK14810.1	NF011385.0	DNA-formamidopyrimidine glycosylase	272	No
MamE	NF040960.1	magnetosome formation protease MamE	659	No
MamR	NF040990.2	magnetosome protein MamR	91	No
MamX	NF040996.1	magnetosome protein MamX	264	No
PRK14676.1	NF011269.0	hypothetical protein (Provisional)	117	Yes
blaRCP	NF033466.0	RCP family class A beta-lactamase	293	No
spanin2_3	NF037952.1	bacteriophage spanin2 family protein	98	No
PRK12355.2-4	NF009013.0	type-F conjugative transfer system mating-pair stabilization protein TraN	576	No
PRK13922.12-3	NF010513.0	rod shape-determining protein MreC	305	No
PRK03522.2-6	NF002913.0	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC	342	No
tet_MFS_Tcr3	NF000009.1	tetracycline efflux MFS transporter Tcr3	512	No
PRK08937.3-1	NF006501.0	adenylosuccinate lyase	191	No
macro_glyco_Mgt	NF033129.1	macrolide-inactivating glycosyltransferase	393	No
AzmA_fam_RiPP	NF033434.1	azolemycin family RiPP peptide	36	No
small_SCO1431	NF033485.1	SCO1431 family membrane protein	47	No
small_SPW0924	NF033490.1	SPW_0924 family protein	44	No
BN159_2729_fam	NF038081.1	BN159_2729 family protein	242	No
epimerase_MslH	NF038314.1	lasso peptide C-terminal Trp epimerase	439	No
SCO3374_fam	NF040464.1	SCO3374 family protein	165	No
rSAM_lost_HExxH	NF040587.1	radical SAM/SPASM protein FxsB, inactivated metallohydrolase extension form	364	No
SGM_5486_fam	NF040912.1	SGM_5486 family transporter-associated protein	37	No
SCO5717_Nterm	NF041021.1	SCO5717 family growth-regulating ATPase	48	No
lanti_SCO0268	TIGR04451.1	SCO0268 family class II lanthipeptide	53	No
PRK04539.1	NF003391.0	inorganic polyphosphate/ATP-NAD kinase (Provisional)	296	No
PRK08690.1	NF006428.0	enoyl-ACP reductase FabI	261	No
PRK08699.1	NF006430.0	DNA polymerase III subunit delta'	325	No
PRK08703.1	NF006431.0	SDR family oxidoreductase	239	No
PRK08706.1	NF006432.0	lipid A biosynthesis lauroyl acyltransferase	289	No
PRK12699.1	NF009339.0	flagellar basal body L-ring protein (Provisional)	246	No
phenyl_P_gamma	TIGR02725.1	phenylphosphate carboxylase subunit gamma	84	No
phenyl_P_delta	TIGR02726.1	phenylphosphate carboxylase subunit delta	169	No
spanin2_1	NF037950.1	bacteriophage spanin2 family protein	130	No
capreo_Cph	NF041268.1	capreomycin phosphotransferase	285	No
PRK00568.1	NF001844.0	carbon storage regulator	76	No
PRK05835.1	NF004493.0	class II fructose-1,6-bisphosphate aldolase	307	No
PRK05841.1	NF004495.0	flagellar hook protein FlgE (Provisional)	603	No
PRK05842.1	NF004496.1	flagellar hook assembly protein FlgD	271	No
PRK08412.1	NF006265.0	flagellar hook-associated protein FlgL	827	No
PRK08453.1	NF006282.1	flagellar filament capping protein FliD	673	No
PRK09597.1	NF007159.0	lipid A 1-phosphatase LpxE	191	No
PRK09603.1	NF007172.0	DNA-directed RNA polymerase subunit beta/beta'	2890	No
PRK12584.1	NF009234.0	flagellin A	510	No
PRK13283.1	NF009791.1	flagellar assembly protein FliW	129	No
PRK13985.1	NF010591.0	urease subunit alpha	569	No
PRK13986.1	NF010592.0	urease subunit beta	238	No
PRK14856.1	NF011428.0	sodium/proton antiporter NhaA	438	No
nickel_Mua	NF040738.1	nickel-binding protein Mua	185	No
PRK00052.4-1	NF000780.0	prolipoprotein diacylglyceryl transferase	327	No
PRK00116.3-3	NF001049.0	Holliday junction branch migration protein RuvA	198	No
PRK00629.5-1	NF001879.0	phenylalanine--tRNA ligase subunit beta	718	No
PRK02201.1-3	NF002568.0	membrane protein insertase YidC	607	No
PRK07132.1	NF005515.0	DNA polymerase III subunit delta' (Provisional)	301	No
PRK07135.1	NF005516.0	DNA polymerase III DnaE (Provisional)	974	No
PRK07157.1	NF005520.0	acetate kinase (Provisional)	400	No
PRK07164.1	NF005522.0	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase (Provisional)	218	No
PRK09202.4-1	NF006642.0	transcription termination/antitermination protein NusA	614	No
PRK09202.4-5	NF006645.0	transcription termination/antitermination protein NusA	540	No
PRK09410.2-2	NF006924.0	PTS ascorbate transporter subunit IIC	587	No
PRK09609.1-3	NF007178.0	hypothetical protein (Provisional)	311	No
PRK13024.1-2	NF009582.0	protein translocase subunit SecDF	859	No
PRK14539.1	NF011111.0	50S ribosomal protein L11/unknown domain fusion protein (Provisional)	196	No
PRK14946.1	NF011508.0	DNA polymerase III subunit beta	366	No
